,text
451,"The owner is very friendly and a great guy, go try his pizza, you'll like it!"
452,"With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care."
453,"I tend to judge a sushi restaurant by its sea urchin, which was heavenly at sushi rose."
454,The service is a little scatty at times but all is forgiven when the food arrives.
455,"The bruscetta is a bit soggy, but the salads were fresh, included a nice mix of greens (not iceberg) all dishes are served piping hot from the kitchen."
456,The pickles were great addition.
457,"If your favorite Chinese food is General Tao chicken, then this is NOT your place."
458,You must try the shrimp appetizers.
459,"Not only is the cuisine the best around, the service has always been attentive and charming."
460,"The production is a symphony, alot of fun to experience.The food sublime for the most part."
461,"Waiters tend to forget drinks completely, food portions are so tiny, two people have trouble sharing one entree."
462,The cold appetizer dishes taste like the way I remember them to taste when I was growing up in Taiwan.
463,"Interesting selection, good wines, service fine, fun decor."
464,"Whether it's the parmesean porcini souffle or the lamb glazed with balsamic vinegar, you will surely be transported to Northern Italy with one bite."
465,The food at this place is 'gourmet' Indian cuisine.
466,"While there are plenty of places to go for a good corned beef sandwich, Katz's has a charm about it."
467,"However, looking at the table next to ours, we both sort of wished we had ordered pizza, which looked PERRRRRRRRRFECT."
468,"The fish was adequate, but inexpertly sliced."
469,"If you live in new york city, you'll find better food at small restaurants outside of time square and spend half the amount."
470,Try the olive cream cheese or the lox spread on a whole wheat everything bagel.
471,"While it's not Nobu, it sure is a great deal and you definitely will leave feeling satisfied and full."
472,It's very spicy but not offensive.
473,The rice to fish ration was also good--they didn't try to overpack the rice.
474,They used shredded cheese on top!
475,The food is great and they have a good selecion of wines at reasonable prices.
476,I couldn't reccommend their Godmother pizza any higher.
477,"I am not a vegetarian but, almost all the dishes were great."
478,I was very impressed by this low-key upper eastsider and their authentically thai cuisine!!!
479,The food is okay and the prices here are mediocre.
480,My friend's food was also the complete opposite of what it's supposed to taste like (aND look like).
481,I ordered the crab cocktail and it was soaked in a lime juice concoction where all you could taste was the lime.
482,I would like to return and try some of the other menu items when I don't have to rush off to a show.
483,"We have been to this place many times, and always have great food, wine, and service."
484,"Hopefully next time, I will save room for dessert."
485,"Not a typical pizza joint, but good for a low key and fairly cheap nice sit down dinner."
486,The corned beef was tender and melted in my mouth.
487,"The best Chicken pad tai, I've ever had."
488,Over 100 different choices to create your own.
489,"Haru serves very fresh fish, has a trendy, modern ambiance, prime location on Park Avenue South and friendly service."
490,"Very romantic fires - I've literally spent hours at Lanterna, drinking wine from their extensive wine and enjoying the ambience."
491,"I almost wanted to write a bad review, so no one would ever go here and I could have all the dumplings to myself!"
492,"My turkey burger was not cooked at all, my friends salmon was completely raw."
493,"His drinks are very inventive, delicious and classy."
494,"Great food, great prices, great service."
495,Awsome Pizza especially the Margheritta slice.
496,"This place, however, has a lot less pretension than Joya and the Thai food is still above-average."
497,"Try ordering from the regular menu, then you would not regret!"
498,"We started with lox and mussels (the best ive ever had, ever) and had the cod and trout for dinner."
499,"The crispy chicken wasn't for us, though."
500,Food is great.
501,There is a lot of variety even for people who eat vegetarian like me.
502,I recommend the meatballs and caprese salad and the beans on toast were a wonderful start to the meal!
503,"The wine is always good, the tapas are always yummy, especially with the warm pita bread."
504,I've been to several places for Dim Sum and this has got to be the WORST.
505,"The freshest, best variety, and the fastest delivery."
506,Go to Volare for 1st class service and terrific food.
507,"The sandwiches are dry, tasteless and way overpriced."
508,The fried rice is really good too.
509,The drinks are always welll made and wine selection is fairly priced.
510,We also had shared a house salad that was fresh.
511,And at the conclusion of this culinary nightmare the check was given to our table by knocking over a glass of water.
512,Not a small feat for good french food in the area.
513,Food was average but tasty.
514,"The entree was bland and small, dessert was not inspired."
515,"With the exception of our lemon salad that had so much pepper on it that our eyes started watering, the food here was decent, not great."
